num_agent_words,seed,best_word,pairwise_max,pairwise_min,pairwise_mean,pairwise_std,centroid_mean,centroid_std,centroid_min,centroid_max,intra_group_variance,best_margin,best_min_pos,best_max_neg,n_agents_total,n_innocents_total,n_agents_selected,decoder_top_k,decoder_top_k_str,matches_count,matches_rate,matches_words,matches_words_str,selected_agent_words,selected_agent_words_str,first_match_rank,leading_matches_prefix
3,46,channels,0.999656617641449,0.9994773268699646,0.9995554089546204,7.498744525946677e-05,0.9998517632484436,2.4963390387711115e-05,0.9998180866241455,0.9998777508735657,0.00014823675155639648,6.872415542602539e-05,0.9986327886581421,0.9985640645027161,9,16,3,"['direction', 'movie', 'square']",direction|movie|square,3,1.0,"['direction', 'movie', 'square']",direction|movie|square,"['direction', 'square', 'movie']",direction|square|movie,1,3
3,47,aphoristic,0.9994027018547058,0.9991615414619446,0.9992637038230896,0.00010184050915995613,0.9997544884681702,3.397675754968077e-05,0.9997081756591797,0.9997887015342712,0.000245511531829834,0.0001437067985534668,0.9989310503005981,0.9987873435020447,9,16,3,"['enormous', 'juice', 'elephant']",enormous|juice|elephant,3,1.0,"['enormous', 'juice', 'elephant']",enormous|juice|elephant,"['enormous', 'elephant', 'juice']",enormous|elephant|juice,1,3
3,48,adumbrate,0.9995328187942505,0.9994598031044006,0.9994935393333435,3.0065133614698425e-05,0.9998310208320618,9.963608135876711e-06,0.9998180270195007,0.9998422265052795,0.00016897916793823242,0.00014209747314453125,0.998516857624054,0.9983747601509094,9,16,3,"['plastic', 'miniature', 'vegetable']",plastic|miniature|vegetable,3,1.0,"['plastic', 'miniature', 'vegetable']",plastic|miniature|vegetable,"['miniature', 'plastic', 'vegetable']",miniature|plastic|vegetable,1,3
3,49,multiple,0.9999011754989624,0.9997758269309998,0.9998454451560974,5.209128721617162e-05,0.9999483227729797,1.7343005310976878e-05,0.9999299645423889,0.9999716281890869,5.167722702026367e-05,0.0002964138984680176,0.9998509287834167,0.9995545148849487,9,16,3,"['uncle', 'ring', 'chance']",uncle|ring|chance,3,1.0,"['uncle', 'ring', 'chance']",uncle|ring|chance,"['uncle', 'chance', 'ring']",uncle|chance|ring,1,3
3,50,buffer,0.9997403621673584,0.9995641708374023,0.9996592998504639,7.260661368491128e-05,0.9998865127563477,2.4224700609920546e-05,0.9998595118522644,0.9999182820320129,0.00011348724365234375,7.992982864379883e-05,0.9990591406822205,0.9989792108535767,9,16,3,"['table', 'blood', 'forest']",table|blood|forest,3,1.0,"['table', 'blood', 'forest']",table|blood|forest,"['blood', 'table', 'forest']",blood|table|forest,1,3
3,51,ijssel,0.9995113015174866,0.9993863701820374,0.999433696269989,5.5325624998658895e-05,0.9998112320899963,1.840632285166066e-05,0.9997854232788086,0.999826967716217,0.0001887679100036621,0.00014919042587280273,0.9986650347709656,0.9985158443450928,9,16,3,"['solution', 'soul', 'smell']",solution|soul|smell,3,1.0,"['solution', 'soul', 'smell']",solution|soul|smell,"['soul', 'smell', 'solution']",soul|smell|solution,1,3
4,42,store,0.9996888041496277,0.9994238018989563,0.9995272159576416,8.85638000909239e-05,0.999822735786438,3.283551995991729e-05,0.9997683763504028,0.9998517632484436,0.00017726421356201172,2.8371810913085938e-05,0.999430239200592,0.999401867389679,9,16,4,"['camp', 'bag', 'rain', 'music']",camp|bag|rain|music,4,1.0,"['camp', 'bag', 'rain', 'music']",camp|bag|rain|music,"['music', 'camp', 'bag', 'rain']",music|camp|bag|rain,1,4
4,43,rioting,0.9999112486839294,0.9994328022003174,0.9996746182441711,0.00022820105368737131,0.9998779892921448,9.890118235489354e-05,0.9997069239616394,0.9999434947967529,0.00012201070785522461,7.95125961303711e-05,0.9987120628356934,0.998632550239563,9,16,4,"['branch', 'chair', 'wine', 'pants']",branch|chair|wine|pants,4,1.0,"['branch', 'chair', 'wine', 'pants']",branch|chair|wine|pants,"['chair', 'branch', 'wine', 'pants']",chair|branch|wine|pants,1,4
4,44,microwave,0.9994329810142517,0.9991708993911743,0.9993270039558411,0.00010687411850085482,0.9997475743293762,4.456688111531548e-05,0.9996852278709412,0.9998111724853516,0.0002524256706237793,8.45789909362793e-05,0.9987785220146179,0.9986939430236816,9,16,4,"['squid', 'revealed', 'darkness', 'dolphin']",squid|revealed|darkness|dolphin,4,1.0,"['squid', 'revealed', 'darkness', 'dolphin']",squid|revealed|darkness|dolphin,"['dolphin', 'squid', 'revealed', 'darkness']",dolphin|squid|revealed|darkness,1,4
4,45,alcove,0.9993143081665039,0.9990065693855286,0.9991368651390076,0.00010564051626715809,0.9996762275695801,4.2257863242411986e-05,0.9996342658996582,0.9997392296791077,0.0003237724304199219,2.7954578399658203e-05,0.9990161657333374,0.9989882111549377,9,16,4,"['galaxy', 'butter', 'cabin', 'graveyard']",galaxy|butter|cabin|graveyard,4,1.0,"['galaxy', 'butter', 'cabin', 'graveyard']",galaxy|butter|cabin|graveyard,"['galaxy', 'graveyard', 'butter', 'cabin']",galaxy|graveyard|butter|cabin,1,4
4,46,underpin,0.9995015263557434,0.9990396499633789,0.9992679953575134,0.00015841434651520103,0.9997255206108093,5.379792128223926e-05,0.9996812343597412,0.9998171925544739,0.00027447938919067383,6.395578384399414e-05,0.9981828331947327,0.9981188774108887,9,16,4,"['love', 'grape', 'cherry', 'lock']",love|grape|cherry|lock,4,1.0,"['love', 'grape', 'cherry', 'lock']",love|grape|cherry|lock,"['grape', 'cherry', 'love', 'lock']",grape|cherry|love|lock,1,4
4,47,enzymatic,0.999568521976471,0.9991613626480103,0.999323308467865,0.00015123032790143043,0.9997461438179016,6.13615702604875e-05,0.9996411800384521,0.9997909665107727,0.00025385618209838867,9.572505950927734e-05,0.9990110397338867,0.9989153146743774,9,16,4,"['elephant', 'juice', 'coffee', 'enormous']",elephant|juice|coffee|enormous,4,1.0,"['elephant', 'juice', 'coffee', 'enormous']",elephant|juice|coffee|enormous,"['enormous', 'elephant', 'juice', 'coffee']",enormous|elephant|juice|coffee,1,4
4,48,stroke,0.9999146461486816,0.99961918592453,0.9997105598449707,0.0001004920486593619,0.9998913407325745,3.981221016147174e-05,0.9998343586921692,0.999934732913971,0.00010865926742553711,8.851289749145508e-05,0.9994924068450928,0.9994038939476013,9,16,4,"['key', 'cat', 'bus', 'ship']",key|cat|bus|ship,4,1.0,"['key', 'cat', 'bus', 'ship']",key|cat|bus|ship,"['cat', 'key', 'bus', 'ship']",cat|key|bus|ship,1,4
4,49,laughter,0.9999011754989624,0.9994896650314331,0.9997151494026184,0.00014359521446749568,0.9998932480812073,5.95031124248635e-05,0.9997956156730652,0.9999522566795349,0.00010675191879272461,0.00012558698654174805,0.9996849894523621,0.9995594024658203,9,16,4,"['uncle', 'chance', 'ring', 'law']",uncle|chance|ring|law,4,1.0,"['uncle', 'chance', 'ring', 'law']",uncle|chance|ring|law,"['uncle', 'law', 'chance', 'ring']",uncle|law|chance|ring,1,4
4,50,input,0.9997403621673584,0.9994509220123291,0.9995724558830261,0.00010257135727442801,0.9998396635055542,4.3240408558631316e-05,0.9997743964195251,0.9998924136161804,0.00016033649444580078,2.6941299438476562e-05,0.9993606209754944,0.9993336796760559,9,16,4,"['blood', 'table', 'forest', 'goal']",blood|table|forest|goal,4,1.0,"['blood', 'table', 'forest', 'goal']",blood|table|forest|goal,"['goal', 'blood', 'table', 'forest']",goal|blood|table|forest,1,4
4,51,hogchoker,0.999528169631958,0.9991657733917236,0.999396026134491,0.00013518737978301942,0.9997733235359192,5.527665780391544e-05,0.999684751033783,0.999834418296814,0.00022667646408081055,0.0001348257064819336,0.9987457990646362,0.9986109733581543,9,16,4,"['smell', 'journey', 'pineapple', 'solution']",smell|journey|pineapple|solution,4,1.0,"['smell', 'journey', 'pineapple', 'solution']",smell|journey|pineapple|solution,"['journey', 'pineapple', 'smell', 'solution']",journey|pineapple|smell|solution,1,4
5,42,transfer,0.999819278717041,0.9994236826896667,0.9995730519294739,0.00012687491835094988,0.9998291730880737,5.603889803751372e-05,0.999728262424469,0.9998842477798462,0.00017082691192626953,-1.4901161193847656e-05,0.9994654059410095,0.9994803071022034,9,16,5,"['camp', 'rain', 'bag', 'hair', 'music']",camp|rain|bag|hair|music,4,0.8,"['camp', 'rain', 'bag', 'music']",camp|rain|bag|music,"['music', 'camp', 'bone', 'bag', 'rain']",music|camp|bone|bag|rain,1,3
5,43,rioting,0.9999112486839294,0.9990689754486084,0.999457061290741,0.0003234360774513334,0.9997827410697937,0.00014248013030737638,0.9995216727256775,0.9998881816864014,0.00021725893020629883,7.647275924682617e-05,0.9987090229988098,0.998632550239563,9,16,5,"['branch', 'chair', 'wine', 'pants', 'rooster']",branch|chair|wine|pants|rooster,5,1.0,"['branch', 'chair', 'wine', 'pants', 'rooster']",branch|chair|wine|pants|rooster,"['chair', 'branch', 'rooster', 'wine', 'pants']",chair|branch|rooster|wine|pants,1,5
5,44,saiga,0.9999441504478455,0.9993643164634705,0.999470591545105,0.00016120447253342718,0.9997881650924683,5.5697993957437575e-05,0.9997267127037048,0.9998608827590942,0.00021183490753173828,3.713369369506836e-05,0.9987585544586182,0.9987214207649231,9,16,5,"['squid', 'anger', 'darkness', 'plain', 'dolphin']",squid|anger|darkness|plain|dolphin,5,1.0,"['squid', 'anger', 'darkness', 'plain', 'dolphin']",squid|anger|darkness|plain|dolphin,"['dolphin', 'plain', 'squid', 'darkness', 'anger']",dolphin|plain|squid|darkness|anger,1,5
5,45,pagan,0.9993515610694885,0.9990065693855286,0.9991868734359741,0.00011702701158355922,0.9996746778488159,5.435121420305222e-05,0.9996033310890198,0.9997347593307495,0.00032532215118408203,-6.139278411865234e-05,0.9994052648544312,0.9994666576385498,9,16,5,"['giant', 'locked', 'banana', 'galaxy', 'graveyard']",giant|locked|banana|galaxy|graveyard,3,0.6,"['giant', 'galaxy', 'graveyard']",giant|galaxy|graveyard,"['galaxy', 'graveyard', 'butter', 'cabin', 'giant']",galaxy|graveyard|butter|cabin|giant,1,1
5,46,arthritic,0.9998696446418762,0.9990459084510803,0.9993698000907898,0.0002311283169547096,0.9997478723526001,9.925595804816112e-05,0.9996521472930908,0.999872624874115,0.00025212764739990234,-1.6570091247558594e-05,0.9985065460205078,0.9985231161117554,9,16,5,"['grape', 'square', 'cherry', 'movie', 'wine']",grape|square|cherry|movie|wine,4,0.8,"['grape', 'square', 'cherry', 'movie']",grape|square|cherry|movie,"['grape', 'cherry', 'lock', 'square', 'movie']",grape|cherry|lock|square|movie,1,4
5,47,idealistic,0.999568521976471,0.9990869760513306,0.9993029832839966,0.00015044189058244228,0.9997210502624512,6.801468407502398e-05,0.9996060729026794,0.9997898936271667,0.0002789497375488281,4.4345855712890625e-05,0.9991031885147095,0.9990588426589966,9,16,5,"['juice', 'elephant', 'feeling', 'coffee', 'enormous']",juice|elephant|feeling|coffee|enormous,5,1.0,"['juice', 'elephant', 'feeling', 'coffee', 'enormous']",juice|elephant|feeling|coffee|enormous,"['enormous', 'elephant', 'juice', 'feeling', 'coffee']",enormous|elephant|juice|feeling|coffee,1,5
5,48,day,0.9999146461486816,0.9993790984153748,0.9996485710144043,0.00012821773998439312,0.9998595118522644,6.0005946579622105e-05,0.999785304069519,0.9999341368675232,0.0001404881477355957,7.128715515136719e-05,0.9990279078483582,0.9989566206932068,9,16,5,"['cat', 'ship', 'key', 'bus', 'holiday']",cat|ship|key|bus|holiday,5,1.0,"['cat', 'ship', 'key', 'bus', 'holiday']",cat|ship|key|bus|holiday,"['cat', 'key', 'holiday', 'bus', 'ship']",cat|key|holiday|bus|ship,1,5
5,49,Line,0.9999011754989624,0.9993710517883301,0.9996088147163391,0.00017633737297728658,0.9998434782028198,7.397499575745314e-05,0.9997159242630005,0.9999139904975891,0.00015652179718017578,7.796287536621094e-05,0.9993225336074829,0.9992445707321167,9,16,5,"['uncle', 'chance', 'ring', 'law', 'force']",uncle|chance|ring|law|force,5,1.0,"['uncle', 'chance', 'ring', 'law', 'force']",uncle|chance|ring|law|force,"['force', 'uncle', 'law', 'chance', 'ring']",force|uncle|law|chance|ring,1,5
5,50,streamliner,0.9997403621673584,0.9989633560180664,0.9992364048957825,0.00021097993885632604,0.9996946454048157,5.852108733961359e-05,0.9995924234390259,0.9997513890266418,0.00030535459518432617,-4.3511390686035156e-05,0.9990551471710205,0.9990986585617065,9,16,5,"['sport', 'hill', 'blood', 'koala', 'chair']",sport|hill|blood|koala|chair,2,0.4,"['sport', 'blood']",sport|blood,"['sport', 'blood', 'crab', 'muscle', 'forest']",sport|blood|crab|muscle|forest,1,1
5,51,acidophilus,0.9995113015174866,0.9990257024765015,0.9992942810058594,0.00013181094254832715,0.9997175931930542,6.010600918671116e-05,0.9996342062950134,0.9998089671134949,0.0002824068069458008,9.065866470336914e-05,0.9985693097114563,0.9984786510467529,9,16,5,"['soul', 'appetite', 'solution', 'pineapple', 'smell']",soul|appetite|solution|pineapple|smell,5,1.0,"['soul', 'appetite', 'solution', 'pineapple', 'smell']",soul|appetite|solution|pineapple|smell,"['soul', 'pineapple', 'smell', 'appetite', 'solution']",soul|pineapple|smell|appetite|solution,1,5
6,42,bullion,0.999819278717041,0.9990504384040833,0.9992689490318298,0.00021756980277132243,0.999695360660553,9.139258327195421e-05,0.9995916485786438,0.9998352527618408,0.0003046393394470215,-9.870529174804688e-05,0.9985995292663574,0.9986982345581055,9,16,6,"['rectangle', 'nectarine', 'castle', 'pen', 'wilderness', 'bag']",rectangle|nectarine|castle|pen|wilderness|bag,3,0.5,"['rectangle', 'nectarine', 'bag']",rectangle|nectarine|bag,"['music', 'rectangle', 'bone', 'bag', 'alley', 'nectarine']",music|rectangle|bone|bag|alley|nectarine,1,2
6,43,roiled,0.9999112486839294,0.9989795088768005,0.9995041489601135,0.0003475114644970745,0.9997933506965637,0.00016831680841278285,0.9994570016860962,0.9999123811721802,0.0002066493034362793,-2.4557113647460938e-05,0.9987020492553711,0.9987266063690186,9,16,6,"['rooster', 'wine', 'branch', 'pants', 'sight', 'fish']",rooster|wine|branch|pants|sight|fish,5,0.8333333333333334,"['rooster', 'wine', 'branch', 'pants', 'fish']",rooster|wine|branch|pants|fish,"['chair', 'branch', 'rooster', 'wine', 'fish', 'pants']",chair|branch|rooster|wine|fish|pants,1,4
6,44,saiga,0.9999441504478455,0.9991647601127625,0.9993871450424194,0.00018220707715954632,0.9997445940971375,7.534227188443765e-05,0.9996053576469421,0.9998300075531006,0.00025540590286254883,3.635883331298828e-05,0.9987577795982361,0.9987214207649231,9,16,6,"['squid', 'anger', 'darkness', 'plain', 'dolphin', 'revealed']",squid|anger|darkness|plain|dolphin|revealed,6,1.0,"['squid', 'anger', 'darkness', 'plain', 'dolphin', 'revealed']",squid|anger|darkness|plain|dolphin|revealed,"['dolphin', 'plain', 'squid', 'revealed', 'darkness', 'anger']",dolphin|plain|squid|revealed|darkness|anger,1,6
6,45,pork,0.9993515610694885,0.9989284873008728,0.999133825302124,0.0001328267971985042,0.9996389746665955,5.574916576733813e-05,0.9995505213737488,0.9997079372406006,0.000361025333404541,-0.00010442733764648438,0.999139666557312,0.9992440938949585,9,16,6,"['giant', 'galaxy', 'banana', 'locked', 'cabin', 'river']",giant|galaxy|banana|locked|cabin|river,3,0.5,"['giant', 'galaxy', 'cabin']",giant|galaxy|cabin,"['galaxy', 'beer', 'graveyard', 'butter', 'cabin', 'giant']",galaxy|beer|graveyard|butter|cabin|giant,1,2
6,46,paul,0.9998696446418762,0.9990396499633789,0.9993435144424438,0.0002216001448687166,0.9997264742851257,0.00010313655366189778,0.9996206164360046,0.9998741745948792,0.0002735257148742676,-3.1888484954833984e-05,0.9990343451499939,0.9990662336349487,9,16,6,"['grape', 'lock', 'square', 'wine', 'castle', 'cherry']",grape|lock|square|wine|castle|cherry,4,0.6666666666666666,"['grape', 'lock', 'square', 'cherry']",grape|lock|square|cherry,"['grape', 'cherry', 'love', 'lock', 'square', 'movie']",grape|cherry|love|lock|square|movie,1,3
6,47,curriculum,0.9995920658111572,0.9990113973617554,0.9992681741714478,0.00017995339294429868,0.9996950030326843,4.89314115839079e-05,0.9996371865272522,0.9997674226760864,0.00030499696731567383,-9.495019912719727e-05,0.9986451268196106,0.9987400770187378,9,16,6,"['coffee', 'juice', 'elephant', 'blood', 'edge', 'gift']",coffee|juice|elephant|blood|edge|gift,3,0.5,"['coffee', 'juice', 'elephant']",coffee|juice|elephant,"['elephant', 'juice', 'feeling', 'leaf', 'coffee', 'beer']",elephant|juice|feeling|leaf|coffee|beer,1,3
6,48,crucial,0.9999146461486816,0.9989895820617676,0.9995191693305969,0.00022560724755749106,0.9997997283935547,0.00011329185508657247,0.9995842576026917,0.9999253749847412,0.0002002716064453125,-1.4066696166992188e-05,0.9989895820617676,0.9990036487579346,9,16,6,"['miniature', 'bus', 'key', 'ship', 'happiness', 'large']",miniature|bus|key|ship|happiness|large,4,0.6666666666666666,"['miniature', 'bus', 'key', 'ship']",miniature|bus|key|ship,"['cat', 'miniature', 'key', 'holiday', 'bus', 'ship']",cat|miniature|key|holiday|bus|ship,1,4
6,49,faith,0.9999011754989624,0.999374270439148,0.999602198600769,0.00014977263344917446,0.9998342990875244,6.853478407720104e-05,0.9997507929801941,0.999930739402771,0.00016570091247558594,1.7881393432617188e-05,0.9996211528778076,0.999603271484375,9,16,6,"['chance', 'uncle', 'hair', 'law', 'ring', 'coin']",chance|uncle|hair|law|ring|coin,6,1.0,"['chance', 'uncle', 'hair', 'law', 'ring', 'coin']",chance|uncle|hair|law|ring|coin,"['coin', 'uncle', 'law', 'chance', 'ring', 'hair']",coin|uncle|law|chance|ring|hair,1,6
6,50,apperceive,0.9997403621673584,0.9987680315971375,0.9992077350616455,0.000247419869992882,0.9996697902679443,8.556876855436713e-05,0.9995307922363281,0.9997835755348206,0.00033020973205566406,-9.66191291809082e-05,0.9980393648147583,0.9981359839439392,9,16,6,"['small', 'hill', 'muscle', 'soul', 'koala', 'chair']",small|hill|muscle|soul|koala|chair,1,0.16666666666666666,['muscle'],muscle,"['goal', 'sport', 'blood', 'crab', 'muscle', 'forest']",goal|sport|blood|crab|muscle|forest,3,0
6,51,mespilus,0.999528169631958,0.9990257024765015,0.9993076920509338,0.00014213634131010622,0.9997114539146423,6.877646228531376e-05,0.9996088743209839,0.9998154640197754,0.000288546085357666,1.6450881958007812e-05,0.9987319707870483,0.9987155199050903,9,16,6,"['appetite', 'smell', 'soul', 'journey', 'solution', 'pineapple']",appetite|smell|soul|journey|solution|pineapple,6,1.0,"['appetite', 'smell', 'soul', 'journey', 'solution', 'pineapple']",appetite|smell|soul|journey|solution|pineapple,"['soul', 'journey', 'pineapple', 'smell', 'appetite', 'solution']",soul|journey|pineapple|smell|appetite|solution,1,6
7,42,splashing,0.999819278717041,0.9989479780197144,0.9992835521697998,0.0002538643020670861,0.999692976474762,0.00011533530778251588,0.9995454549789429,0.9998615384101868,0.0003070235252380371,-0.0001379847526550293,0.9985266923904419,0.9986646771430969,9,16,7,"['nectarine', 'music', 'magic', 'pen', 'tear', 'castle', 'ring']",nectarine|music|magic|pen|tear|castle|ring,2,0.2857142857142857,"['nectarine', 'music']",nectarine|music,"['music', 'rectangle', 'bone', 'bag', 'alley', 'nectarine', 'rain']",music|rectangle|bone|bag|alley|nectarine|rain,1,2
7,43,license,0.9999112486839294,0.999114453792572,0.9995484352111816,0.0002431177708785981,0.9998063445091248,0.00012921984307467937,0.9996203780174255,0.9999287724494934,0.00019365549087524414,-6.729364395141602e-05,0.9990248084068298,0.9990921020507812,9,16,7,"['picture', 'pants', 'orange', 'wine', 'metal', 'chair', 'sight']",picture|pants|orange|wine|metal|chair|sight,5,0.7142857142857143,"['picture', 'pants', 'orange', 'wine', 'chair']",picture|pants|orange|wine|chair,"['chair', 'branch', 'picture', 'orange', 'wine', 'fish', 'pants']",chair|branch|picture|orange|wine|fish|pants,1,4
7,44,subrogate,0.9999441504478455,0.999024510383606,0.9993201494216919,0.00019098451593890786,0.9997086524963379,8.954372606240213e-05,0.9995651245117188,0.9998183846473694,0.0002913475036621094,-2.47955322265625e-05,0.9987425804138184,0.9987673759460449,9,16,7,"['revealed', 'hunger', 'squid', 'dolphin', 'plain', 'meal', 'jungle']",revealed|hunger|squid|dolphin|plain|meal|jungle,5,0.7142857142857143,"['revealed', 'hunger', 'squid', 'dolphin', 'plain']",revealed|hunger|squid|dolphin|plain,"['dolphin', 'hunger', 'plain', 'squid', 'revealed', 'darkness', 'anger']",dolphin|hunger|plain|squid|revealed|darkness|anger,1,5
7,45,flurry,0.9994792938232422,0.9989284873008728,0.9991500377655029,0.00014259091403800994,0.9996356964111328,4.2943571315845475e-05,0.9995867013931274,0.999701201915741,0.0003643035888671875,-0.00015556812286376953,0.9989498853683472,0.9991054534912109,9,16,7,"['locked', 'mud', 'cause', 'river', 'graveyard', 'giant', 'cloud']",locked|mud|cause|river|graveyard|giant|cloud,3,0.42857142857142855,"['graveyard', 'giant', 'cloud']",graveyard|giant|cloud,"['galaxy', 'beer', 'graveyard', 'butter', 'cloud', 'cabin', 'giant']",galaxy|beer|graveyard|butter|cloud|cabin|giant,5,0
7,46,chaenopsis,0.9998696446418762,0.9989515542984009,0.9993425011634827,0.000241832371102646,0.999718189239502,0.00011812573939096183,0.9995729327201843,0.9998940229415894,0.0002818107604980469,-9.590387344360352e-05,0.9980844259262085,0.9981803297996521,9,16,7,"['square', 'lock', 'wine', 'castle', 'grape', 'chair', 'forest']",square|lock|wine|castle|grape|chair|forest,3,0.42857142857142855,"['square', 'lock', 'grape']",square|lock|grape,"['grape', 'direction', 'cherry', 'love', 'lock', 'square', 'movie']",grape|direction|cherry|love|lock|square|movie,1,2
